TimeStamp; AccX(g); AccY(g); AccZ(g); GyrX(deg/s); GyrY(deg/s); GyrZ(deg/s); Lat; Long; Alt; Bear; VitGPS(km/h); Azi; Pitch; Roll; Azi1; Pitch1; Roll1; gravX; gravY; gravZ; Event
1681460181100;-0.9962721;0.049545135;1.0765693;-1.80299;3.7721953;-0.35588002;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.91712373;-0.033764414;-0.8241165;82.91331;-0.744252;26.00697;1.2097516;0.12738135;9.730892;0
1681460181109;-1.0087193;-0.1527845;1.3228307;0.64701;-1.442805;-2.03588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.9489917;0.09158555;-0.91931397;81.9616;-0.9854579;26.059664;1.3711264;0.16866101;9.708852;0
1681460181120;-0.4812956;0.2372309;1.4204565;6.63201;-1.6528051;-11.66088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.61685836;-0.15687732;-1.2441055;80.64826;-1.0295724;26.15215;1.5932717;0.1762104;9.674738;0
1681460181129;-0.41222528;0.28848448;1.2461944;7.43701;-4.487805;-16.00088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.5832048;-0.21634066;-1.251339;79.51909;-1.2635261;26.357864;1.7834692;0.21624549;9.640668;0
1681460181140;0.55353874;-0.042955387;0.8659416;4.28701;-10.262805;-11.41588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;-0.56195074;0.04177145;-2.1395655;78.57121;-1.6392975;26.615189;1.9423902;0.28054115;9.60826;0
1681460181149;0.9359881;-0.37415117;0.47519398;3.6920102;8.287195;-9.210879;45.75720519;4.815228821;331.3837381;125.26904;24.276115;-1.1460886;0.3423953;-2.6718102;78.58043;-1.7420478;26.793505;1.9407389;0.29812005;9.608056;0
1681460181160;-0.3587751;0.039294418;0.5103393;4.39201;9.337194;-6.65588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.8572446;-0.06290572;-0.95805115;79.056984;-1.6386261;26.925194;1.8608588;0.2804263;9.624378;0
1681460181169;-0.6396936;0.08566671;1.0255598;-0.33299;8.8821945;0.65912;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.8287769;-0.07075615;-1.013096;79.12346;-1.6193794;27.047348;1.8497066;0.27713338;9.626614;0
1681460181180;-0.19134672;-0.12520519;1.2618145;-2.43299;10.107195;2.26912;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.6275655;0.09779178;-1.4202988;79.00819;-1.6098305;27.098186;1.8690825;0.27549964;9.622936;0
1681460181189;-0.15815392;-0.055890817;1.3450406;-1.03299;-1.757805;0.79912;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.5470142;0.041245546;-1.4537507;78.90584;-1.5813904;27.135237;1.8862948;0.2706338;9.619713;0
1681460181199;-0.10616814;0.15302856;1.2081203;3.20201;-4.067805;-6.83088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.40775394;-0.12551703;-1.4831427;78.92705;-1.5597775;27.188692;1.8827527;0.26693594;9.620503;0
1681460181209;0.003172841;-0.036853768;1.0265361;4.42701;-1.232805;-11.45088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.37156275;0.03588551;-1.5738871;78.973274;-1.5742775;27.323181;1.8749785;0.2694168;9.62196;0
1681460181219;-0.110317245;0.049545135;0.7868646;5.6170096;-3.6478052;-16.70088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.50965905;-0.0622748;-1.4315057;79.00522;-1.5864074;27.50688;1.8696015;0.27149215;9.622943;0
1681460181230;0.24211219;0.08688704;0.5513421;6.28201;-5.012805;-19.67588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;-0.27079695;-0.14330325;-1.9845761;79.05854;-1.6034459;27.740822;1.8606309;0.27440733;9.6246;0
1681460181240;0.6477477;0.07248722;0.648724;4.95201;-1.8978052;-19.395882;45.75720519;4.815228821;331.3837381;125.26904;24.276115;-0.70755446;-0.07890611;-2.3554416;79.177155;-1.626753;28.009104;1.8406799;0.2783949;9.628317;0
1681460181249;0.11495447;0.15400483;1.0402037;1.9420102;6.152195;-18.555882;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.16251148;-0.14610806;-1.6808612;79.44848;-1.6490123;28.262827;1.7950428;0.28220323;9.636816;0
1681460181259;-0.29629454;0.08981581;1.391901;-0.99799;6.012195;-18.13588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.6099321;-0.06302973;-1.3610566;79.65054;-1.667212;28.501715;1.7610295;0.28531697;9.643;0
1681460181269;-0.21062784;0.22478358;1.3545591;-1.73299;-2.6678052;-20.55088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.49135628;-0.16252904;-1.4165362;79.783875;-1.6596863;28.729883;1.738592;0.28402942;9.647111;0
1681460181280;-0.019037047;0.3504769;1.0143329;-1.6979901;-3.507805;-20.795881;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.26962367;-0.33262786;-1.5520304;79.94345;-1.6584274;28.974113;1.7117198;0.283814;9.65193;0
1681460181289;0.7944306;0.13399151;0.61992437;-3.9029899;-3.7878053;-17.08588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;-0.8041991;-0.13219437;-2.4789562;80.12582;-1.7079855;29.21731;1.6809459;0.29229265;9.657077;0
1681460181301;-0.21355662;-0.10568002;0.59966695;-6.80799;-0.077805;-12.60588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.93206686;0.1645172;-1.2286751;80.46372;-1.757949;29.406563;1.623921;0.3008404;9.666566;0
1681460181309;-0.1452185;-0.12325268;0.7195027;-9.29299;-0.91780496;-8.23088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.8338131;0.16636458;-1.3716401;80.707924;-1.7505023;29.55128;1.5827147;0.29956645;9.673444;0
1681460181320;-0.64530706;0.04710449;1.3404033;-11.392989;2.2321951;-3.22588;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.8485343;-0.031653117;-1.1221168;80.92055;-1.6867173;29.650572;1.5468547;0.288654;9.679564;0
1681460181329;0.5542709;0.20135337;1.4233853;-11.21799;-1.8978052;-0.81088;45.75720519;4.815228821;331.3837381;125.26904;24.276115;-0.25099778;-0.13106367;-1.9421344;80.933784;-1.5855217;29.710691;1.5446967;0.2713406;9.680407;0
1681460181341;0.27481684;0.0331928;1.2393606;-10.30799;-1.3028051;0.44912;45.75720519;4.815228821;331.3837381;125.26904;24.276115;-0.003275275;-0.02614114;-1.7890065;81.14756;-1.531556;29.754698;1.5086071;0.26210737;9.686359;0
1681460181349;-0.16889277;0.061016172;1.1781002;-10.06299;0.272195;1.8841201;45.75720519;4.815228821;331.3837381;125.26904;24.276115;0.5876188;-0.051223;-1.4284062;81.395615;-1.4790735;29.784472;1.4666934;0.25312763;9.693032;0
