TimeStamp; AccX(g); AccY(g); AccZ(g); GyrX(deg/s); GyrY(deg/s); GyrZ(deg/s); Lat; Long; Alt; Bear; VitGPS(km/h); Azi; Pitch; Roll; Azi1; Pitch1; Roll1; gravX; gravY; gravZ; Event
1682492215711;0.121056095;-0.03783003;0.6506765;5.906985;-0.12614;-3.0303001;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.5911012;0.057096597;-1.7547398;88.63898;-1.91186;273.9744;0.23279811;0.32717004;9.79841;0
1682492215722;0.97332996;-0.23747496;0.8781448;3.036985;-2.33114;-0.6853;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.5744594;0.17920804;-2.4075596;88.649185;-1.9609717;274.01544;0.2310469;0.3355711;9.798165;0
1682492215733;-0.20769906;-0.12740177;1.086088;5.136985;8.62386;-2.2953;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.7755153;0.114709705;-1.3818418;89.71631;-1.6154923;273.99072;0.04853753;0.27646834;9.802616;0
1682492215742;-0.28457946;0.028799636;1.0692475;4.9269853;6.62886;-1.3853;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.4573629;-0.02602252;-1.310677;89.89989;-178.66512;274.0957;-0.017131168;0.22845541;9.803956;0
1682492215753;-0.52986443;0.09811401;0.9901704;3.141985;4.56386;0.1897;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-0.9130368;-0.087144256;-1.0794455;89.86529;-178.76912;274.13257;-0.023052374;0.21065906;9.80434;0
1682492215762;-0.1486354;-0.07346348;1.0921894;1.5319849;1.44886;2.2547002;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.6577239;0.066549815;-1.4355378;89.96324;-1.1765401;273.98248;0.006289456;0.2013605;9.804558;0
1682492215772;0.39294416;-0.14985573;1.1297755;3.7369852;-1.38614;0.7497;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.6309874;0.12463138;-1.9055164;89.766914;-1.0684657;273.9594;0.039887775;0.18286622;9.804843;0
1682492215781;0.14643882;0.0622365;0.99798054;8.776985;2.7088602;-1.9103001;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.4711702;-0.061623603;-1.7164917;89.805275;-0.9603559;273.94797;0.03332418;0.16436522;9.805191;0
1682492215791;-0.18231633;0.07639225;0.8508096;7.8669853;2.95386;-1.4203;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.314332;-0.08757011;-1.3597031;89.846725;-0.95265204;273.96237;0.02623042;0.16304684;9.80523;0
1682492215801;-0.39855766;-0.005125359;0.9462388;4.996985;1.6588601;-0.5103;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.4947907;0.004991785;-1.172147;89.81482;-0.99184424;273.97314;0.03169044;0.16975392;9.805097;0
1682492215811;-0.0954293;-0.06467714;1.0690033;4.296985;-1.03614;-2.1553;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.6370227;0.060189854;-1.4817629;89.629745;-0.96938497;273.97333;0.063362174;0.16591041;9.805016;0
1682492215821;0.59014845;0;0.99114674;5.731985;-4.60614;-3.0653;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.5508895;0;-2.1078413;89.46063;-0.9139215;273.98804;0.09230419;0.15641865;9.804953;0
1682492215832;-0.007321941;-0.014155753;1.00335;6.466985;-1.10614;-4.0453;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.5643036;0.014107177;-1.563499;89.59541;-0.90243685;274.00677;0.06923954;0.15445319;9.805168;0
1682492215841;-0.34388718;0.050033264;1.0953624;5.1019855;-0.37114;-3.0653;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.4003594;-0.043552563;-1.2665925;89.67123;-0.9048498;274.0312;0.056265492;0.15486616;9.805246;0
1682492215853;-0.004393165;-0.0622365;0.9447745;3.351985;-4.15114;-2.1203;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.6491985;0.0657787;-1.5661464;89.63428;-0.92232025;274.04428;0.062587686;0.15785599;9.805161;0
1682492215861;0.19110265;-0.12154422;0.90767664;4.5069847;-4.53614;-3.1703;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.6821307;0.13029194;-1.7783061;89.63891;-0.904592;274.04526;0.061795656;0.15482202;9.805216;0
1682492215871;0.3761037;-0.005857553;0.8593518;4.401985;-2.61114;-2.5053;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.5679106;0.006244306;-1.9833409;89.709694;-0.85207874;274.0537;0.04968319;0.145835;9.805427;0
1682492215881;-0.16376741;0.085910775;0.848613;3.141985;1.23886;-1.5953;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.3366581;-0.099077165;-1.3801575;89.95673;-0.7629957;274.0535;0.007405308;0.1305892;9.805764;0
1682492215891;-0.1610827;-0.002684712;0.860084;1.846985;1.6588601;-0.055300005;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.561637;0.003068098;-1.385654;89.99943;-0.7536665;274.04572;9.76E-05;0.12899259;9.8057785;0
1682492215901;0.086642966;-0.10421562;0.9403813;0.726985;-2.50614;1.3447;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.6827825;0.10991058;-1.6626729;89.98194;-0.7449658;274.02667;0.003091536;0.12750351;9.805801;0
1682492215912;0.19159079;-0.08493451;1.0956064;1.9869851;-2.57614;0.36470002;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.6172154;0.076216094;-1.7439177;89.96861;-179.31499;274.03506;-0.005372341;0.11724106;9.805923;0
1682492215922;-0.09323271;-0.014643882;1.1458838;2.756985;2.5338602;-0.5453;45.77387035;4.778609091;296.8503933;19.08594;23.385231;-1.5550019;0.012736773;-1.489612;89.84093;-179.40855;274.0705;-0.027224692;0.10122984;9.806081;0
