TimeStamp; AccX(g); AccY(g); AccZ(g); GyrX(deg/s); GyrY(deg/s); GyrZ(deg/s); Lat; Long; VitGPS(km/h); Event
1669287793164;-1.7223645;0.2033059;-1.1524736;11.99359;23.0209;-21.344225;43.78892017;4.835820287;15.056443;0
1669287793174;-1.7484795;0.21404473;-0.19988899;10.52359;-5.8891;-26.279224;43.78892017;4.835820287;15.056443;0
1669287793185;0.4454181;0.020989563;0.48446843;6.9185896;-25.2791;-28.624226;43.78892017;4.835820287;15.056443;0
1669287793194;0.2765253;-0.052962042;0.8007763;6.9535904;-15.164101;-19.454226;43.78892017;4.835820287;15.056443;0
1669287793204;1.1358771;0.4066118;0.9450185;8.10859;-19.3641;-8.639225;43.78892017;4.835820287;15.056443;0
1669287793214;2.278588;0.44615027;2.275171;-1.51641;-9.9141;9.770775;43.78892017;4.835820287;15.056443;0
1669287793224;-0.31704006;-0.30239615;1.04118;-11.456409;38.9809;23.070774;43.78892017;4.835820287;15.056443;0
1669287793234;-0.56256914;-0.23820715;0.5867315;-4.8414097;15.950899;14.460775;43.78892017;4.835820287;15.056443;0
1669287793244;0.76294625;0.25626794;2.3342347;1.66859;-2.8791;8.405775;43.78892017;4.835820287;15.056443;0
1669287793254;-3.1682038;-0.06662966;0.6196803;-2.9864101;40.4159;14.495775;43.78892017;4.835820287;15.056443;0
1669287793264;-2.1687589;-0.40905243;0.36048356;3.94359;6.6759;-19.454226;43.78892017;4.835820287;15.056443;0
1669287793274;0.4673839;0.490326;1.1473482;15.56359;-23.0741;-24.809225;43.78892017;4.835820287;15.056443;0
1669287793284;-0.42711323;0.08249387;1.2642552;0.72359;-7.6391006;-12.174226;43.78892017;4.835820287;15.056443;0
1669287793294;2.2107382;-0.11422228;1.9022403;-0.85141003;-30.984102;-11.474224;43.78892017;4.835820287;15.056443;0
1669287793305;-0.5266916;0.065165274;1.4895269;-0.9914101;-2.1441;0.180775;43.78892017;4.835820287;15.056443;0
1669287793314;-1.7924111;-0.16449961;-0.7500108;-2.6014102;-3.0891001;3.1207752;43.78892017;4.835820287;15.056443;0
1669287793325;1.6874634;-0.09274459;-0.5820943;3.5235903;-36.4441;2.560775;43.78892017;4.835820287;15.056443;0
1669287793334;-0.06833811;0.38830692;0.2836032;4.5385904;1.7059001;11.030775;43.78892017;4.835820287;15.056443;0
1669287793343;-2.2607713;0.15961832;2.8201675;-1.20141;26.800901;3.820775;43.78892017;4.835820287;15.056443;0
1669287793354;-1.9442195;-0.37854436;4.1610594;-3.9314098;6.6059003;-16.619226;43.78892017;4.835820287;15.056443;0
1669287793364;0.13350339;-0.33241612;1.0062788;6.4285903;-10.4391;-8.079225;43.78892017;4.835820287;15.056443;0
1669287793375;-1.9503211;0.50423765;-1.65964;14.96859;3.8759;-3.4592252;43.78892017;4.835820287;15.056443;0
1669287793384;-0.7219434;-0.08688704;-1.1388059;2.5085902;-36.619102;-15.289225;43.78892017;4.835820287;15.056443;0
1669287793394;1.5852002;0.19671614;1.8578205;2.5085902;-47.8191;-8.919225;43.78892017;4.835820287;15.056443;0
1669287793404;0.32240948;-0.121056095;2.9422;-3.6864102;-13.9041;-3.5292249;43.78892017;4.835820287;15.056443;0
1669287793414;0.5191256;-0.41173714;1.8026619;-5.12141;-10.0191;-9.269226;43.78892017;4.835820287;15.056443;0
1669287793424;0.3712224;0.4424893;-0.22502767;8.03859;-14.7791;-13.784225;43.78892017;4.835820287;15.056443;0
1669287793437;1.0470375;0.23161739;0.17865536;-0.50141;4.5759;-14.659225;43.78892017;4.835820287;15.056443;0
1669287793444;0.54597276;0.3988017;1.5534718;0.75859;22.530901;-11.649226;43.78892017;4.835820287;15.056443;0
1669287793454;-0.88985986;-0.070778765;0.8696025;-4.63141;26.6609;-16.409225;43.78892017;4.835820287;15.056443;0
1669287793464;0.012203235;0.27945408;0.74439734;0.40859;17.0709;-22.394224;43.78892017;4.835820287;15.056443;0
1669287793474;-2.0621026;0.20599061;1.6237625;-2.8814101;22.1109;-23.024225;43.78892017;4.835820287;15.056443;0
1669287793484;-1.9015081;-0.031972475;0.6994894;-7.9914103;13.6059;-19.909225;43.78892017;4.835820287;15.056443;0
1669287793495;-1.0924336;0.1984246;0.41735065;-4.8414097;0.060900003;-20.504225;43.78892017;4.835820287;15.056443;0
1669287793504;2.3310618;0.42149973;2.7962492;-8.06141;-53.944103;-9.829225;43.78892017;4.835820287;15.056443;0
1669287793514;-0.8771685;-0.1701131;1.1597955;-14.921411;-0.5691;14.670776;43.78892017;4.835820287;15.056443;0
1669287793523;-1.2437537;-0.47763464;-0.29019293;-18.80641;4.2259;22.160776;43.78892017;4.835820287;15.056443;0
1669287793534;0.3368093;0.016840464;0.26603052;-12.471411;-14.6391;26.710777;43.78892017;4.835820287;15.056443;0
1669287793544;-0.20452622;-0.2040381;1.0743728;-15.341411;-3.5791001;34.620773;43.78892017;4.835820287;15.056443;0
1669287793554;1.8270684;-0.1452185;2.059662;-13.731411;-7.8141003;38.295776;43.78892017;4.835820287;15.056443;0
1669287793564;0.9313509;-0.20721094;1.4158193;-11.73641;15.985901;38.400776;43.78892017;4.835820287;15.056443;0
1669287793574;-1.5820274;-0.25822046;0.20354997;-8.796411;35.1659;34.830776;43.78892017;4.835820287;15.056443;0
1669287793584;0.20721094;0.0946971;0.32143322;-1.37641;4.6809;10.330775;43.78892017;4.835820287;15.056443;0
1669287793594;0.6611713;0.078588836;1.4038602;2.29859;3.9809003;7.9507747;43.78892017;4.835820287;15.056443;0
1669287793604;-1.2181269;-0.009518524;0.79223406;0.61859;22.2509;4.555775;43.78892017;4.835820287;15.056443;0
1669287793614;-1.7870417;-0.25407135;0.3512091;4.18859;11.225901;-13.294225;43.78892017;4.835820287;15.056443;0
1669287793624;1.4826931;0.25626794;2.3217874;7.8285904;-20.2741;-16.479225;43.78892017;4.835820287;15.056443;0
1669287793634;-0.65799844;0.064921215;2.4926326;-0.64141;18.7859;-7.3092256;43.78892017;4.835820287;15.056443;0
1669287793644;-1.4392495;-0.52449507;-0.28018627;-0.01141;9.090899;-11.299225;43.78892017;4.835820287;15.056443;0
1669287793654;0.7724648;0.2011093;-0.19793648;8.84359;-11.5941;-14.484225;43.78892017;4.835820287;15.056443;0
1669287793664;0.27945408;0.40343896;1.0670509;5.65859;-5.7841;-10.354225;43.78892017;4.835820287;15.056443;0
1669287793674;-0.031484347;-0.121056095;1.8587967;-4.49141;6.3959002;-4.474225;43.78892017;4.835820287;15.056443;0
1669287793684;0.25675607;0.20208557;1.2159303;0.65358996;0.3059;-16.339224;43.78892017;4.835820287;15.056443;0
1669287793694;-0.584779;-0.16059457;-0.34950066;0.72359;-8.619101;-24.074226;43.78892017;4.835820287;15.056443;0
1669287793704;0.2779897;0.38611037;0.23869526;5.48359;-8.1991;-19.734226;43.78892017;4.835820287;15.056443;0
1669287793714;0.49740383;0.22258702;1.105125;-0.25641;-6.9391003;-19.104225;43.78892017;4.835820287;15.056443;0
1669287793725;-0.04930107;0.115198545;1.479032;-3.3014102;-2.3191;-17.109224;43.78892017;4.835820287;15.056443;0
1669287793734;-0.030264024;0.1203239;1.8068111;-5.4714103;-5.9241;-16.199226;43.78892017;4.835820287;15.056443;0
1669287793744;-1.0199463;0.10397157;1.2188591;-7.5714107;8.495901;-9.024225;43.78892017;4.835820287;15.056443;0
1669287793754;0.13496777;-0.07639225;0.95673364;-9.39141;-0.7441;-14.799225;43.78892017;4.835820287;15.056443;0
1669287793764;-0.27872187;-0.082249805;-0.1652318;-7.11641;9.6509;-8.009225;43.78892017;4.835820287;15.056443;0
1669287793774;1.2471706;0.105924085;0.19671614;-6.3464103;-26.3291;-6.644225;43.78892017;4.835820287;15.056443;0
1669287793784;2.5626793;0.5081427;2.3222756;-8.796411;-16.074099;2.6307752;43.78892017;4.835820287;15.056443;0
1669287793795;-0.18768576;-0.3824494;2.2575984;-20.031412;17.700901;14.005775;43.78892017;4.835820287;15.056443;0
1669287793804;-1.7802079;-0.59283316;1.0228752;-14.431411;15.3559;12.010776;43.78892017;4.835820287;15.056443;0
1669287793814;-0.8730194;0.07712445;0.16645212;-4.49141;0.2709;2.665775;43.78892017;4.835820287;15.056443;0
1669287793823;-0.64896804;-0.24040374;-0.48593283;-8.691411;-1.5840999;10.050775;43.78892017;4.835820287;15.056443;0
1669287793834;0.46567544;0.20135337;1.7928993;-7.04641;-12.8541;12.115775;43.78892017;4.835820287;15.056443;0
1669287793844;-1.1722428;-0.111049436;1.6974701;-8.096411;5.0659;14.950775;43.78892017;4.835820287;15.056443;0
1669287793853;-0.7805189;-0.2648102;0.18304853;-12.716411;3.8759;13.550776;43.78892017;4.835820287;15.056443;0
1669287793864;0.12593739;0.21550912;0.43370298;-1.4464101;-20.9741;12.465775;43.78892017;4.835820287;15.056443;0
1669287793873;-0.052717973;0.004637229;1.1161078;-6.94141;-22.0591;15.405775;43.78892017;4.835820287;15.056443;0
1669287793882;0.17523845;-0.28872854;0.9152427;-5.1564097;-16.4241;15.230776;43.78892017;4.835820287;15.056443;0
1669287793892;1.7787435;0.034901254;1.5110046;-1.62141;-25.384102;16.245775;43.78892017;4.835820287;15.056443;0
1669287793902;1.5705564;0.020745499;1.8890607;-5.57641;2.4059;27.270775;43.78892017;4.835820287;15.056443;0
1669287793914;-1.0314174;-0.3297314;0.15742172;-6.10141;13.9909;30.315777;43.78892017;4.835820287;15.056443;0
1669287793923;0.282871;-0.45054343;0.22136669;-1.4464101;-0.2541;12.500775;43.78892017;4.835820287;15.056443;0
1669287793934;1.150521;0.18207227;1.633525;8.52859;-2.9491;4.9407754;43.78892017;4.835820287;15.056443;0
1669287793944;-1.0670509;-0.14204565;1.5110046;3.0335898;16.3709;8.055775;43.78892017;4.835820287;15.056443;0
1669287793954;0.57159954;0.26090515;1.5913019;9.54359;5.8709;-5.9092255;43.78892017;4.835820287;15.056443;0
1669287793963;0.10226311;0.0871311;1.2083644;5.51859;8.9159;-12.069225;43.78897827;4.835815902;15.692699;0
1669287793974;-1.3538269;-0.04930107;-0.30776557;6.25359;20.6059;-13.889225;43.78897827;4.835815902;15.692699;0
1669287793984;0.04832481;0.040758807;0.2599289;10.068589;-7.7790995;-32.474228;43.78897827;4.835815902;15.692699;0
1669287793994;0.79125774;0.3822053;1.6330369;11.0835905;-10.8591;-31.179222;43.78897827;4.835815902;15.692699;0
1669287794004;-0.76563096;0.35145319;2.1362982;1.94859;5.5209002;-13.889225;43.78897827;4.835815902;15.692699;0
1669287794014;-1.6352335;-0.11715106;1.2029948;-1.62141;2.1609;-12.594225;43.78897827;4.835815902;15.692699;0
1669287794023;0.06662966;-0.003660971;0.5691589;-0.71141;-12.1191;-14.414225;43.78897827;4.835815902;15.692699;0
1669287794034;-1.2264252;0.22185482;0.075171925;-0.22141;-3.1941;-14.974225;43.78897827;4.835815902;15.692699;0
1669287794044;0.5198578;0.00781007;1.1683377;-3.09141;-23.6691;-18.614225;43.78897827;4.835815902;15.692699;0
1669287794054;0.2655424;0.16083863;0.9369644;-3.5464098;-21.1841;-7.624225;43.78897827;4.835815902;15.692699;0
1669287794063;0.08322606;0.12642552;0.43931648;-5.43641;-8.4441;-0.974225;43.78897827;4.835815902;15.692699;0
1669287794074;-0.15913019;0.07932103;1.1082978;-6.69641;2.7209;-1.604225;43.78897827;4.835815902;15.692699;0
1669287794084;-0.27408466;0.042467255;1.6740397;-8.76141;3.1059;-6.504225;43.78897827;4.835815902;15.692699;0
1669287794094;0.26627457;0.25870857;1.1063453;-6.7664104;-3.4740999;-4.649225;43.78897827;4.835815902;15.692699;0
1669287794104;0.11080537;-0.014643882;0.93281525;-11.49141;4.4709;-3.9842248;43.78897827;4.835815902;15.692699;0
1669287794114;0.24772567;-0.020745499;1.4582865;-11.2114105;4.3309;-2.514225;43.78897827;4.835815902;15.692699;0
1669287794124;-0.7231637;0.04417571;0.5662301;-10.1264105;12.6959;2.315775;43.78897827;4.835815902;15.692699;0
1669287794134;-0.33924994;0.095917426;-0.052229848;-10.86141;3.4209;2.910775;43.78897827;4.835815902;15.692699;0
1669287794144;0.03563345;0.14765914;0.652629;-12.156411;0.2359;10.505775;43.78897827;4.835815902;15.692699;0
1669287794155;-0.31484345;-0.08883955;0.8849786;-15.481409;1.6709;18.590776;43.78897827;4.835815902;15.692699;0
1669287794164;1.9808291;-0.008542264;2.5739064;-15.481409;-8.164101;21.320776;43.78897827;4.835815902;15.692699;0
1669287794174;-1.1449076;-0.21697351;1.8141329;-17.161411;24.2809;37.455776;43.78897827;4.835815902;15.692699;0
1669287794184;-1.0631459;-0.3194807;0.046616357;-13.731411;17.6659;37.140778;43.78897827;4.835815902;15.692699;0
1669287794194;0.12740177;0.085178584;0.31167063;-7.15141;2.2659001;32.975773;43.78897827;4.835815902;15.692699;0
1669287794204;-0.39611703;-0.17597064;1.0424002;-12.36641;4.9959;35.215775;43.78897827;4.835815902;15.692699;0
1669287794214;-1.7106494;-0.25797638;0.2557798;-8.131411;15.9159;32.310776;43.78897827;4.835815902;15.692699;0
1669287794224;0.8139558;-0.025138663;0.8010203;-1.13141;-20.7641;23.035774;43.78897827;4.835815902;15.692699;0
1669287794234;1.0707119;-0.013179493;2.5665843;-2.84641;-14.6041;25.765776;43.78897827;4.835815902;15.692699;0
1669287794244;0.8591077;-0.27188808;1.4311954;-2.39141;2.5459;31.645777;43.78897827;4.835815902;15.692699;0
1669287794253;-0.3636564;-0.27335244;-0.16645212;1.31859;18.4359;25.240776;43.78897827;4.835815902;15.692699;0
1669287794264;1.4341242;-0.07175502;1.2586416;5.0285897;-7.9191;19.255775;43.78897827;4.835815902;15.692699;0
1669287794274;-0.9774791;-0.07980916;2.3979356;4.11859;7.9359;28.495775;43.78897827;4.835815902;15.692699;0
1669287794283;-1.8551358;-0.24015966;0.8271353;4.9235897;25.4009;8.300775;43.78897827;4.835815902;15.692699;0
1669287794294;-0.79052556;-0.26285768;0.039294418;12.48359;5.9059;4.590775;43.78897827;4.835815902;15.692699;0
1669287794305;-0.68557775;0.07907696;0.12740177;16.858591;-8.2691;3.6457753;43.78897827;4.835815902;15.692699;0
1669287794313;-0.76514286;-0.07712445;0.5947857;13.883591;-15.1291;-1.8142251;43.78897827;4.835815902;15.692699;0
1669287794324;-0.019525176;0.12056797;1.8851557;14.933591;-26.399101;1.650775;43.78897827;4.835815902;15.692699;0
1669287794334;0.43760803;-0.18134007;2.0235405;11.92359;-20.8691;7.110775;43.78897827;4.835815902;15.692699;0
1669287794344;0.010738847;-0.45200783;0.6650763;10.94359;-4.0691;9.805776;43.78897827;4.835815902;15.692699;0
1669287794354;0.6209006;0.049545135;0.34388718;18.08359;-14.6391;6.725775;43.78897827;4.835815902;15.692699;0
1669287794364;-0.79052556;0.26163736;1.5905696;17.17359;-4.7690997;6.410775;43.78897827;4.835815902;15.692699;0
1669287794374;-0.6575103;-0.16571994;1.8165735;13.253591;8.9859;-12.909225;43.78897827;4.835815902;15.692699;0
1669287794384;0.3160638;0.1313068;1.1717546;21.96859;-13.1341;-26.104225;43.78897827;4.835815902;15.692699;0
1669287794394;0.22795644;0.2289327;0.6521409;21.40859;-9.3891;-27.014227;43.78897827;4.835815902;15.692699;0
1669287794404;-0.6948522;0.116174795;-0.8549587;20.813591;-5.1541;-32.509224;43.78897827;4.835815902;15.692699;0
1669287794414;0.7141333;0.58111805;-0.3387618;22.56359;-24.1241;-37.724224;43.78897827;4.835815902;15.692699;0
1669287794424;1.754337;0.8339691;1.6186371;16.61359;-25.5941;-23.269224;43.78897827;4.835815902;15.692699;0
1669287794433;1.6301081;-0.019037047;3.1457498;-1.6914101;2.0209;-6.749225;43.78897827;4.835815902;15.692699;0
1669287794444;-0.04100287;-0.051497653;2.3239841;-2.56641;22.320902;8.195775;43.78897827;4.835815902;15.692699;0
1669287794453;-1.4926997;-0.13033055;-0.018060789;3.48859;22.0059;2.8757749;43.78897827;4.835815902;15.692699;0
1669287794464;-0.8974259;-0.019525176;-0.637497;6.07859;8.1809;3.225775;43.78897827;4.835815902;15.692699;0
1669287794474;-0.09933433;-0.040270675;0.30386055;4.0835905;-12.0491;5.3957753;43.78897827;4.835815902;15.692699;0
1669287794484;0.54377615;0.24357657;2.0935872;1.8085902;-9.0041;10.7157755;43.78897827;4.835815902;15.692699;0
1669287794494;0.08005322;-0.16449961;1.6759923;-2.07641;-2.3541;19.360775;43.78897827;4.835815902;15.692699;0
1669287794504;0.01976924;0.059307724;0.35584632;3.45359;-8.059101;18.135777;43.78897827;4.835815902;15.692699;0
1669287794514;0.34876844;0.055646755;0.26432207;5.0285897;-12.8891;8.650775;43.78897827;4.835815902;15.692699;0
1669287794523;1.4023958;0.11300196;1.5100284;3.6635902;-18.6641;14.145775;43.78897827;4.835815902;15.692699;0
1669287794534;1.7648319;0.1749944;1.5324823;1.5285901;0.5509;27.060776;43.78897827;4.835815902;15.692699;0
1669287794543;-0.65092057;-0.19671614;0.47226518;-1.79641;20.780901;18.765776;43.78897827;4.835815902;15.692699;0
1669287794554;-0.16401148;0.02025737;0.577213;7.8635907;11.015901;3.925775;43.78897827;4.835815902;15.692699;0
1669287794564;-1.7658081;0.057355203;0.7668513;8.98359;18.8559;-1.0442251;43.78897827;4.835815902;15.692699;0
1669287794574;-2.6585968;-0.14814727;1.6042372;11.0835905;11.225901;-20.434225;43.78897827;4.835815902;15.692699;0
1669287794583;-0.7915018;0.38757473;2.1780334;19.30859;-12.2941;-36.324226;43.78897827;4.835815902;15.692699;0
1669287794594;0.43516734;0.4673839;1.3367424;14.863589;-13.7291;-29.359226;43.78897827;4.835815902;15.692699;0
1669287794603;0.50448173;-0.102995306;0.5759927;4.0485897;0.09590001;-19.139227;43.78897827;4.835815902;15.692699;0
1669287794613;-0.9594183;-0.09103613;-0.17401813;5.20359;9.4409;-22.639225;43.78897827;4.835815902;15.692699;0
1669287794623;0.5078986;-0.07956509;1.6752601;5.1335897;-13.4141;-34.924225;43.78897827;4.835815902;15.692699;0
1669287794634;-1.312824;0.18622136;1.0885286;5.97359;8.495901;-31.984226;43.78897827;4.835815902;15.692699;0
1669287794643;-0.100310594;-0.16059457;0.45103154;5.37859;-7.4641;-30.269226;43.78897827;4.835815902;15.692699;0
1669287794653;0.463967;0.5408474;0.59698224;7.5835896;-4.1741004;-23.514225;43.78897827;4.835815902;15.692699;0
1669287794664;-0.29190138;-0.053206105;0.64603925;-4.1064095;6.6059003;-22.324224;43.78897827;4.835815902;15.692699;0
1669287794673;0.6680051;0.098846205;1.1903036;-0.64141;-7.6741;-25.054226;43.78897827;4.835815902;15.692699;0
1669287794683;-0.44468588;0.3477922;1.5383399;-1.86641;-2.4591;-19.839226;43.78897827;4.835815902;15.692699;0
1669287794694;-0.045884162;-0.20843124;0.6760592;-9.986409;2.5108998;-12.979225;43.78897827;4.835815902;15.692699;0
1669287794704;-0.16571994;-0.27408466;0.7705122;-7.431411;17.4559;-11.404225;43.78897827;4.835815902;15.692699;0
1669287794713;-1.2381402;0.030019958;0.86154836;-1.97141;4.8209;-15.534225;43.78897827;4.835815902;15.692699;0
1669287794724;1.0043262;0.08542264;1.301353;-6.48641;-11.6291;-6.5392246;43.78897827;4.835815902;15.692699;0
1669287794734;1.059973;0.051741716;1.0094516;-12.78641;-5.2591;10.750775;43.78897827;4.835815902;15.692699;0
1669287794744;0.20354997;-0.1527845;0.57770115;-15.971411;16.4759;18.835777;43.78897827;4.835815902;15.692699;0
1669287794753;0.102507174;-0.2696915;0.4044152;-13.48641;8.6359;17.330774;43.78897827;4.835815902;15.692699;0
1669287794764;0.2650543;-0.32680264;1.3426;-12.08641;11.8909;19.815775;43.78897827;4.835815902;15.692699;0
1669287794773;-1.263767;0.17938755;1.8053466;-5.99641;18.8559;24.645777;43.78897827;4.835815902;15.692699;0
1669287794783;-0.33924994;-0.18866201;1.6654975;-9.496409;16.3709;20.305777;43.78897827;4.835815902;15.692699;0
1669287794793;-1.9293314;0.0165964;0.45127565;-7.2214103;21.8309;22.125776;43.78897827;4.835815902;15.692699;0
1669287794805;-2.4940972;-0.33510083;-0.20965159;-3.8264103;9.7559;12.185776;43.78897827;4.835815902;15.692699;0
1669287794813;-0.67191017;-0.18548918;0.5737961;2.12359;-19.3991;3.820775;43.78897827;4.835815902;15.692699;0
1669287794823;1.0192142;0.14326598;1.5141774;2.7885902;-24.579102;9.630775;43.78897827;4.835815902;15.692699;0
1669287794833;0.46469918;-0.10226311;1.8507427;-3.23141;-7.3940997;32.345776;43.78897827;4.835815902;15.692699;0
1669287794843;0.08542264;-0.34291092;1.4595069;-5.1914105;-3.0891001;31.820776;43.78897827;4.835815902;15.692699;0
1669287794853;-1.0328819;-0.20208557;0.17645879;2.9635901;-3.7191;20.095776;43.78897827;4.835815902;15.692699;0
1669287794864;0.92622554;-0.3014199;0.4293098;5.16859;-13.5191;9.420774;43.78897827;4.835815902;15.692699;0
1669287794873;1.1117147;0.26993555;1.3860434;11.0835905;-9.284101;4.695775;43.78897827;4.835815902;15.692699;0
1669287794883;0.06467714;-0.18963827;0.845196;5.76359;3.4909;8.475775;43.78897827;4.835815902;15.692699;0
1669287794893;0.2772575;-0.03172841;0.8422672;12.93859;0.83089995;-7.9742255;43.78897827;4.835815902;15.692699;0
1669287794903;-1.2762144;0.072243154;1.1781002;13.28859;15.950899;-18.089226;43.78897827;4.835815902;15.692699;0
1669287794912;-0.71047235;0.1652318;0.68582183;16.018589;5.4859;-29.499226;43.78897827;4.835815902;15.692699;0
1669287794924;0.65165275;0.40270674;1.2149541;14.233591;-6.5541;-29.849228;43.78897827;4.835815902;15.692699;0
1669287794933;-0.45932978;0.3285111;0.85276204;8.773591;0.4459;-20.539227;43.78897827;4.835815902;15.692699;0
1669287794945;0.5069224;0.19037047;0.505458;4.60859;-15.9341;-16.829226;43.78897827;4.835815902;15.692699;0
1669287794954;0.29092512;0.093964905;-1.203239;2.01859;6.3959002;-7.4492254;43.78903248;4.835812941;16.267586;0
1669287794963;2.7796528;0.17597064;-1.3723757;3.48859;-9.5291;0.845775;43.78903248;4.835812941;16.267586;0
1669287794974;2.1453288;0.50643426;3.6221642;-5.61141;14.585899;14.390775;43.78903248;4.835812941;16.267586;0
1669287794985;-2.4804296;-0.24748161;3.65072;-12.191409;56.480904;17.855774;43.78903248;4.835812941;16.267586;0
1669287794994;-0.22331922;-0.27530497;1.8358546;2.1935902;21.5859;-8.814225;43.78903248;4.835812941;16.267586;0
1669287795005;-2.1873078;0.23454617;-0.66873723;10.10359;36.4259;-20.434225;43.78903248;4.835812941;16.267586;0
1669287795014;-2.387441;0.21819384;-0.4358996;8.668591;15.1459;-26.559225;43.78903248;4.835812941;16.267586;0
1669287795025;-1.3511422;0.3900154;1.0504544;1.4585901;-14.7791;-26.804226;43.78903248;4.835812941;16.267586;0
1669287795035;0.46030602;0.08347013;2.1631453;-9.74141;-6.7991;-7.9742255;43.78903248;4.835812941;16.267586;0
1669287795044;-0.97479445;0.026847115;1.8832031;-9.67141;13.5009;4.905775;43.78903248;4.835812941;16.267586;0
1669287795055;0.380985;-0.22234294;1.4158193;-7.25641;-22.514101;0.600775;43.78903248;4.835812941;16.267586;0
1669287795064;-1.0136007;0.26920336;0.894009;-2.6014102;2.3009;14.390775;43.78903248;4.835812941;16.267586;0
1669287795074;-1.1131791;-0.23967154;-0.059551787;-8.341411;-9.3191;10.645775;43.78903248;4.835812941;16.267586;0
1669287795084;1.2110491;0.16645212;1.0270243;-4.07141;-22.3741;15.510776;43.78903248;4.835812941;16.267586;0
